Rg	Dos.	Favoris	Vidéo	NOM Prénom	Tps	Cat	Rg/Cat	Rg/S	Equipe	TOD	Swim	Cycle	Run	Swim	Cycle	Run
654	480			Michel BERTRAND	02:58:41	VEM	329	615	BLAIN TRI	17:42:33	00:43:55	01:18:30	00:56:16	00:43:55	01:18:30	00:56:16
655	55			Jean Claude BREARD	02:59:13	VEM	330	616	TRI CLUB NANTAIS	17:43:05	00:44:32	01:22:44	00:51:57	00:44:32	01:22:44	00:51:57
656	763			Marc WERKLING	02:59:28	VEM	331	617	SAINT-ANDRE-DE-CUBZAC	17:43:19	00:46:10	01:22:42	00:50:35	00:46:10	01:22:42	00:50:35
657	280			Dimitry LALOYER	02:59:33	VEM	332	618	ENDURANCE 72 TRI	17:43:25	00:41:56	01:20:39	00:56:57	00:41:56	01:20:39	00:56:57
658	397			Hugues MAC CARTHY	02:59:37	SEM	282	619	ISSY TRI	17:43:29	00:40:35	01:20:25	00:58:36	00:40:35	01:20:25	00:58:36
659	777			Clement YBERT	02:59:40	SEM	283	620	RAMBOUILLET	17:43:32	00:46:26	01:22:11	00:51:02	00:46:26	01:22:11	00:51:02
660	792			Benedicte BERNE	02:59:44	VEF	16	40	VERNOUILLET	17:43:35	00:41:19	01:23:18	00:55:05	00:41:19	01:23:18	00:55:05
661	917			Magali GEOFFROY	02:59:57	VEF	17	41	POISSY TRI	17:43:49	00:50:17	01:25:33	00:44:07	00:50:17	01:25:33	00:44:07
662	738			Claudio NAPOLITANO	02:59:59	VEM	333	621	#BOOSTBIRHAKEIM	17:43:51	00:42:37	01:23:51	00:53:30	00:42:37	01:23:51	00:53:30
663	758			Igor BOUTROU	03:00:14	SEM	284	622	METZ	17:44:06	00:43:51	01:23:34	00:52:49	00:43:51	01:23:34	00:52:49
664	757			Geoffrey BRANDY	03:00:15	SEM	285	623	PARIS	17:44:07	00:45:10	01:21:24	00:53:41	00:45:10	01:21:24	00:53:41
665	286			Stephane BLOT	03:00:20	VEM	334	624	MAT 72  LE MANS ASSOCIATION TRIA	17:44:11	00:49:44	01:17:26	00:53:09	00:49:44	01:17:26	00:53:09
666	421			Stephane MOUSSU	03:00:29	VEM	335	625	353 TRIATHLON CLUB	17:44:21	00:44:27	01:20:48	00:55:12	00:44:27	01:20:48	00:55:12
667	199			Philippe EYHORN	03:00:29	VEM	336	626	CHOLET TRI	17:44:21	00:45:21	01:22:37	00:52:30	00:45:21	01:22:37	00:52:30
668	378			Nicolas HELIE	03:00:30	SEM	286	627	COURBEVOIE TRI	17:44:22	00:45:16	01:19:47	00:55:26	00:45:16	01:19:47	00:55:26
669	687			Vincent CHANIOLLEAU	03:00:32	SEM	287	628	VERSAILLES	17:44:23	00:38:53	01:29:17	00:52:21	00:38:53	01:29:17	00:52:21
670	867			Jeremy DIAZ	03:00:35	SEM	288	629	SAINT-MAUR-DES-FOSSES	17:44:27	00:44:57	01:30:14	00:45:24	00:44:57	01:30:14	00:45:24
671	403			Claire HURLET	03:00:39	SEF	23	42	LEVALLOIS TRI	17:44:31	00:38:56	01:27:56	00:53:46	00:38:56	01:27:56	00:53:46
672	761			Aurelien DIOT	03:00:41	SEM	289	630	PARIS	17:44:33	00:40:47	01:28:09	00:51:44	00:40:47	01:28:09	00:51:44
673	388			Caroline VAREE	03:00:41	SEF	24	43	COURBEVOIE TRIATHLON	17:44:33	00:44:23	01:24:54	00:51:24	00:44:23	01:24:54	00:51:24
674	406			Bastien BARNABE	03:00:52	SEM	290	631	MEUDON TRI	17:44:44	00:41:55	01:24:47	00:54:09	00:41:55	01:24:47	00:54:09
675	894			Antoine SOULIER	03:00:55	VEM	337	632	WOLF CLUB TRIATHLON	17:44:47	00:43:27	01:21:26	00:56:01	00:43:27	01:21:26	00:56:01
676	212			Alexandre CARPENTIER	03:00:56	VEM	338	633	TOBESPORT	17:44:48	00:44:22	01:25:30	00:51:03	00:44:22	01:25:30	00:51:03
677	283			Alexandre REMOND	03:01:03	SEM	291	634	ENDURANCE 72 TRI	17:44:55	00:40:33	01:26:55	00:53:35	00:40:33	01:26:55	00:53:35
678	899			Sebastian FROISSARD	03:01:05	VEM	339	635	MANITOU |	17:44:57	00:42:47	01:29:03	00:49:15	00:42:47	01:29:03	00:49:15
679	711			Christophe MASQUEREL	03:01:07	VEM	340	636	OCTEVILLE-SUR-MER	17:44:59	00:45:06	01:24:09	00:51:52	00:45:06	01:24:09	00:51:52
680	715			Franck SADMI	03:01:08	SEM	292	637	SAINT-MAUR-DES-FOSSES	17:45:00	00:42:29	01:26:25	00:52:14	00:42:29	01:26:25	00:52:14
681	577			Paul-Henri CHOPIN	03:01:09	SEM	293	638	WILD TEAM TRI	17:45:01	00:44:07	01:22:50	00:54:12	00:44:07	01:22:50	00:54:12
682	788			Guillaume PLACIER	03:01:19	SEM	294	639	SAINT-JULIEN-DE-CONCELLES	17:45:11	00:49:30	01:18:34	00:53:14	00:49:30	01:18:34	00:53:14
683	127			Alexandra FOUCRET	03:01:19	SEF	25	44	TRI COTE D AMOUR	17:45:11	00:44:42	01:23:53	00:52:43	00:44:42	01:23:53	00:52:43
684	384			Bruno PELLERIN	03:01:30	VEM	341	640	COURBEVOIE TRI	17:45:21	00:44:59	01:23:17	00:53:13	00:44:59	01:23:17	00:53:13
685	753			Frederic MAZOYER	03:01:37	VEM	342	641	LANDEVIEILLE	17:45:28	00:43:54	01:18:18	00:59:24	00:43:54	01:18:18	00:59:24
686	663			Michele FELIX	03:01:49	VEF	18	45	LA BRIE FRANCILIENNE TRIATHLON	17:45:41	00:47:34	01:24:12	00:50:03	00:47:34	01:24:12	00:50:03
687	554			Arnaud PAIN	03:01:53	VEM	343	642	ANTIBES TRI	17:45:45	00:43:22	01:23:29	00:55:01	00:43:22	01:23:29	00:55:01
688	842			Eric PAUMERAT	03:02:19	VEM	344	643	LEVALLOIS-PERRET	17:46:10	00:42:42	01:25:01	00:54:35	00:42:42	01:25:01	00:54:35
689	209			Philippe BARDY	03:02:29	VEM	345	644	TOBESPORT	17:46:21	00:45:56	01:22:43	00:53:50	00:45:56	01:22:43	00:53:50
690	870			Julien COURBERAND	03:02:32	SEM	295	645	TRI LION BELFORT	17:46:23	00:44:32	01:22:29	00:55:30	00:44:32	01:22:29	00:55:30
691	312			Jean-Baptiste KOPECKY	03:02:33	SEM	296	646	CLUB DES NAGEURS DE PARIS	17:46:25	00:37:45	01:23:38	01:01:10	00:37:45	01:23:38	01:01:10
692	833			Catherine REMY	03:02:39	SEF	26	46	PARIS	17:46:30	00:42:43	01:29:47	00:50:08	00:42:43	01:29:47	00:50:08
693	885			Sebastien BERRET	03:02:40	VEM	346	647	PARIS	17:46:32	00:55:22	01:14:20	00:52:57	00:55:22	01:14:20	00:52:57
694	697			Laurent SZYDA	03:02:51	VEM	347	648	COURIR A LAILLE	17:46:43	00:47:27	01:26:06	00:49:17	00:47:27	01:26:06	00:49:17
695	193			Thierry LALLERON	03:02:55	VEM	348	649	ASPTT ANGERS	17:46:47	00:42:11	01:19:11	01:01:33	00:42:11	01:19:11	01:01:33
696	682			Olivier EGLEM	03:03:08	SEM	297	650	PARIS	17:47:00	00:44:15	01:28:18	00:50:34	00:44:15	01:28:18	00:50:34
697	578			Yves Noel CHAPUT	03:03:10	VEM	349	651	WILD TEAM TRI	17:47:02	00:53:15	01:25:54	00:44:00	00:53:15	01:25:54	00:44:00
698	916			Nadine BIGOT	03:03:18	VEF	19	47	POISSY TRI	17:47:09	00:41:31	01:28:26	00:53:19	00:41:31	01:28:26	00:53:19
699	1022			Patrick GUERIF	03:03:33	VEM	350	652		17:47:25	00:45:51	01:23:14	00:54:28	00:45:51	01:23:14	00:54:28
700	350			Francis DUBOIS	03:03:36	VEM	351	653	TRI CLUB DE VILLEPARISIS	17:47:28	00:50:42	01:26:01	00:46:53	00:50:42	01:26:01	00:46:53
701	590			Eric GABALDA	03:03:39	VEM	352	654	SO HOUILLES TRI	17:47:30	00:46:39	01:18:55	00:58:04	00:46:39	01:18:55	00:58:04
702	740			Come FORZY	03:03:43	SEM	298	655	LILLE	17:47:35	00:42:53	01:27:44	00:53:05	00:42:53	01:27:44	00:53:05
703	176			Emmanuel COLLIN	03:03:48	VEM	353	656	ANGERS TRI	17:47:40	00:42:34	01:20:31	01:00:42	00:42:34	01:20:31	01:00:42
704	365			Francois JEANNIN	03:03:49	SEM	299	657	ATHLETIC CLUB BOULOGNE BILLANCOURT	17:47:40	00:36:13	01:27:27	01:00:08	00:36:13	01:27:27	01:00:08
705	735			Maxime FRIN	03:03:51	SEM	300	658	ECHIRE	17:47:42	00:46:39	01:22:24	00:54:48	00:46:39	01:22:24	00:54:48
706	32			Fabrice ALIGAND	03:03:53	VEM	354	659	TRI ATLANTIQUE CARQUEFOU	17:47:44	00:43:17	01:22:21	00:58:14	00:43:17	01:22:21	00:58:14
707	586			Vincent TIGNON	03:03:56	VEM	355	660	TOBESPORT CORSICA	17:47:47	00:46:35	01:27:01	00:50:19	00:46:35	01:27:01	00:50:19
708	324			Rami EL MAHMOUD	03:03:57	VEM	356	661	STADE FRANCAIS	17:47:49	00:47:19	01:26:09	00:50:29	00:47:19	01:26:09	00:50:29
709	556			Arnaud LEJEUNE	03:04:06	VEM	357	662	YPRL SAINT CYR TRI	17:47:57	00:37:04	01:23:21	01:03:40	00:37:04	01:23:21	01:03:40
710	865			Sylvain DESCAZEAUD	03:04:14	SEM	301	663	TOULON VAR TRIATHLON	17:48:05	00:46:50	01:25:22	00:52:00	00:46:50	01:25:22	00:52:00
711	225			Olivier GILDER	03:04:16	VEM	358	664	TOBESPORT	17:48:08	00:42:00	01:27:26	00:54:50	00:42:00	01:27:26	00:54:50
712	994			Celine SALIGNAT	03:04:19	VEF	20	48	CLUB YERROIS DE TRI 91	17:48:11	00:40:34	01:27:56	00:55:48	00:40:34	01:27:56	00:55:48
713	438			Eric PERRINAUD	03:04:30	SEM	302	665	THOUARS TRI	17:48:21	00:43:59	01:28:38	00:51:52	00:43:59	01:28:38	00:51:52
714	494			Gerard HERVAULT	03:04:47	VEM	359	666	BEST TRI SAINT NAZAIRE	17:48:38	00:42:54	01:22:24	00:59:27	00:42:54	01:22:24	00:59:27
715	511			Frederic MACE	03:04:50	VEM	360	667	ATHLETIC RETZ SUD LAC	17:48:42	00:43:19	01:21:45	00:59:45	00:43:19	01:21:45	00:59:45
716	673			Raphael HUMEAU	03:04:56	SEM	303	668	SAINT-LYPHARD	17:48:48	00:48:23	01:23:09	00:53:24	00:48:23	01:23:09	00:53:24
717	40			Pascal JAMET	03:04:57	VEM	361	669	TRI ATLANTIQUE CARQUEFOU	17:48:48	00:48:18	01:25:35	00:51:03	00:48:18	01:25:35	00:51:03
718	714			Nicolas MONTETAGAUD	03:04:58	SEM	304	670	PARIS	17:48:49	00:41:17	01:29:47	00:53:52	00:41:17	01:29:47	00:53:52
719	437			Jerome LASSALLE	03:05:03	VEM	362	671	THOUARS TRI	17:48:55	00:43:38	01:24:05	00:57:19	00:43:38	01:24:05	00:57:19
720	613			Patrick PONCIN	03:05:05	VEM	363	672	NOGENT SOLIDARITE TRI	17:48:57	00:44:37	01:29:49	00:50:38	00:44:37	01:29:49	00:50:38
721	516			Yannick CLENET	03:05:10	VEM	364	673	ATHLETIC RETZ SUD LAC	17:49:02	00:51:43	01:23:48	00:49:37	00:51:43	01:23:48	00:49:37
722	169			Anne Sophie MOREAU	03:05:16	VEF	21	49	TRI VELOCE SAINT SEBASTIEN	17:49:07	00:48:35	01:30:02	00:46:37	00:48:35	01:30:02	00:46:37
723	111			Pacome SAILLARD	03:05:28	JUM	6	674	TRI CLUB NANTAIS	17:49:20	00:46:27	01:22:23	00:56:38	00:46:27	01:22:23	00:56:38
724	836			Sylvain TALVERT	03:05:34	VEM	365	675	LA BAULE-ESCOUBLAC	17:49:26	00:38:10	01:23:51	01:03:32	00:38:10	01:23:51	01:03:32
725	21			Christine GAUTIER	03:05:56	VEF	22	50	SAINT HERBLAIN TRI	17:49:48	00:45:41	01:23:21	00:56:53	00:45:41	01:23:21	00:56:53
726	744			Luc VEYSSIERE	03:06:03	SEM	305	676	VINCENNES	17:49:54	00:43:11	01:29:05	00:53:46	00:43:11	01:29:05	00:53:46
727	174			Jean Christophe TOUX	03:06:04	VEM	366	677	TRI VELOCE SAINT SEBASTIEN	17:49:56	00:43:53	01:22:00	01:00:10	00:43:53	01:22:00	01:00:10
728	223			Luc FRANCOIS	03:06:13	VEM	367	678	TOBESPORT	17:50:05	00:42:20	01:24:28	00:59:24	00:42:20	01:24:28	00:59:24
729	765			Julien CARPENTIER	03:06:25	SEM	306	679	NANTES	17:50:17	00:44:10	01:30:30	00:51:44	00:44:10	01:30:30	00:51:44
730	787			Damien JUSSIAUME	03:06:25	VEM	368	680	SAINT-JULIEN-DE-CONCELLES	17:50:17	00:49:28	01:21:02	00:55:55	00:49:28	01:21:02	00:55:55
731	33			Thierry ALLAIN LE DROGO	03:06:44	VEM	369	681	TRI ATLANTIQUE CARQUEFOU	17:50:35	00:53:54	01:21:59	00:50:50	00:53:54	01:21:59	00:50:50
732	802			Mathieu THOMAS	03:06:46	SEM	307	682	NANTES	17:50:38	00:43:33	01:28:18	00:54:55	00:43:33	01:28:18	00:54:55
733	896			Sebastien BAUDOUIN	03:06:47	VEM	370	683	MANITOU |	17:50:38	00:50:42	01:23:30	00:52:35	00:50:42	01:23:30	00:52:35
734	709			Hubert WELTER	03:06:47	VEM	371	684	ASPTT 36 SPORT NATURE	17:50:39	00:44:07	01:29:00	00:53:39	00:44:07	01:29:00	00:53:39
735	811			Carl GONNET	03:07:06	SEM	308	685	VOURLES	17:50:58	00:48:23	01:28:47	00:49:55	00:48:23	01:28:47	00:49:55
736	596			Christophe GUINES	03:07:06	VEM	372	686	SAINT GREGOIRE TRI	17:50:58	00:52:21	01:24:58	00:49:47	00:52:21	01:24:58	00:49:47
737	555			Karl ROUABLE	03:07:12	VEM	373	687	YPRL SAINT CYR TRI	17:51:04	00:40:47	01:27:14	00:59:10	00:40:47	01:27:14	00:59:10
738	367			Jerome JOUAN	03:07:19	VEM	374	688	ATHLETIC CLUB BOULOGNE BILLANCOURT	17:51:11	00:46:23	01:31:38	00:49:18	00:46:23	01:31:38	00:49:18
739	195			Guy PERRON	03:07:27	VEM	375	689	ASPTT ANGERS	17:51:18	00:47:27	01:28:48	00:51:11	00:47:27	01:28:48	00:51:11
740	553			Pierre ESNEE	03:07:42	VEM	376	690	CAEN TRI	17:51:34	00:43:20	01:28:42	00:55:39	00:43:20	01:28:42	00:55:39
741	604			Antoine CHENEVIER	03:07:58	SEM	309	691	RACING MULTI ATHLON	17:51:50	00:49:53	01:25:29	00:52:35	00:49:53	01:25:29	00:52:35
742	207			Paul ARANDA	03:08:01	VEM	377	692	TOBESPORT	17:51:53	00:48:28	01:22:48	00:56:44	00:48:28	01:22:48	00:56:44
743	108			Joris ROBILLARD	03:08:12	SEM	310	693	TRI CLUB NANTAIS	17:52:03	00:44:29	01:29:54	00:53:47	00:44:29	01:29:54	00:53:47
744	868			Matthieu SALMON	03:08:25	SEM	311	694	FOURQUEUX	17:52:17	00:42:49	01:27:21	00:58:15	00:42:49	01:27:21	00:58:15
745	650			Denis BLAISE	03:08:28	VEM	378	695	AS ENERGY 91 TRI	17:52:20	00:48:05	01:26:47	00:53:35	00:48:05	01:26:47	00:53:35
746	541			Virginie MAYENDI	03:08:38	VEF	23	51	LA ROCHELLE TRI	17:52:29	00:43:15	01:21:41	01:03:40	00:43:15	01:21:41	01:03:40
747	734			Ludovic GOURET	03:08:39	SEM	312	696	SAUTRON	17:52:31	00:49:41	01:30:14	00:48:44	00:49:41	01:30:14	00:48:44
748	482			Delphine TIRGARI	03:08:49	VEF	24	52	BEST TRI SAINT NAZAIRE	17:52:41	00:46:04	01:28:42	00:54:02	00:46:04	01:28:42	00:54:02
749	588			Gregory BOULOT	03:09:04	SEM	313	697	TOBESPORT CORSICA	17:52:56	00:38:35	01:22:34	01:07:55	00:38:35	01:22:34	01:07:55
750	733			Nicolas DEVERRE	03:09:16	VEM	379	698	CLAMART	17:53:08	00:41:40	01:27:23	01:00:12	00:41:40	01:27:23	01:00:12
751	652			Jerome WACQUANT	03:09:21	VEM	380	699	TRINOSAURES	17:53:13	00:47:42	01:19:33	01:02:05	00:47:42	01:19:33	01:02:05
752	701			Jerome PRIEUR	03:09:35	SEM	314	700	LE MANS	17:53:27	00:40:51	01:26:34	01:02:09	00:40:51	01:26:34	01:02:09
753	923			Christelle PICARD	03:09:53	VEF	25	53	POISSY TRI	17:53:45	00:46:47	01:27:54	00:55:11	00:46:47	01:27:54	00:55:11
754	790			Guillaume BUGNON	03:10:01	SEM	315	701	PARIS	17:53:53	00:48:45	01:32:09	00:49:06	00:48:45	01:32:09	00:49:06
755	549			Frederic BERNACHE	03:10:11	VEM	381	702	CAEN TRIATHLON	17:54:03	00:46:08	01:33:45	00:50:17	00:46:08	01:33:45	00:50:17
756	16			Anne Mette SOLER MY	03:10:23	VEF	26	54	TOS TRI	17:54:15	00:47:02	01:30:51	00:52:29	00:47:02	01:30:51	00:52:29
757	15			Pierre Vincent SOLER MY	03:10:24	VEM	382	703	TOS TRI	17:54:16	00:44:44	01:29:27	00:56:12	00:44:44	01:29:27	00:56:12
758	231			Joseph MAIRE	03:10:31	VEM	383	704	TOBESPORT	17:54:22	00:53:08	01:29:30	00:47:52	00:53:08	01:29:30	00:47:52
759	721			Yannick PINEAU	03:11:00	VEM	384	705	SAINT-JULIEN-DE-CONCELLES	17:54:51	00:45:58	01:29:32	00:55:29	00:45:58	01:29:32	00:55:29
760	795			Michel JOLIVET	03:11:02	VEM	385	706		17:54:54	00:45:29	01:24:17	01:01:15	00:45:29	01:24:17	01:01:15
761	876			Julie HENRIQUES	03:11:28	SEF	27	55	ASNIERES-SUR-SEINE	17:55:20	00:50:47	01:30:21	00:50:20	00:50:47	01:30:21	00:50:20
762	98			Enrique REAL PEREZ	03:11:29	VEM	386	707	TRI CLUB NANTAIS	17:55:20	00:44:52	01:26:21	01:00:15	00:44:52	01:26:21	01:00:15
763	724			Sebastien CHATELIER	03:11:36	SEM	316	708	LE POULIGUEN	17:55:28	00:43:41	01:31:01	00:56:54	00:43:41	01:31:01	00:56:54
764	827			Pierre FRARIN	03:11:49	SEM	317	709	COURBEVOIE	17:55:41	00:43:49	01:29:35	00:58:24	00:43:49	01:29:35	00:58:24
765	203			Gilles DENIAU	03:12:06	VEM	387	710	SAUMUR TEAM TRI	17:55:58	00:41:02	01:28:31	01:02:32	00:41:02	01:28:31	01:02:32
766	525			Vincent HUE	03:12:16	VEM	388	711	RENNES TRI	17:56:08	00:42:58	01:29:19	00:59:58	00:42:58	01:29:19	00:59:58
767	62			Jean-Christophe CHESNEAU	03:12:27	VEM	389	712	TRI CLUB NANTAIS	17:56:18	00:42:20	01:25:51	01:04:15	00:42:20	01:25:51	01:04:15
768	944			Christophe GIRAUD	03:12:53	VEM	390	713	VERSAILLES TRI	17:56:45	00:47:25	01:26:37	00:58:50	00:47:25	01:26:37	00:58:50
769	479			Cedric CHATELIER	03:13:03	SEM	318	714	BLAIN TRI	17:56:55	00:44:04	01:27:38	01:01:19	00:44:04	01:27:38	01:01:19
770	754			Florian ROUCH	03:13:06	SEM	319	715	ADIDAS RUNNERS - BIR-HAKEIM	17:56:58	00:53:16	01:27:20	00:52:30	00:53:16	01:27:20	00:52:30
771	377			David GOMES	03:13:17	VEM	391	716	COURBEVOIE TRI	17:57:09	00:43:14	01:24:28	01:05:34	00:43:14	01:24:28	01:05:34
772	58			Philippe BRUNEAU	03:13:30	SEM	320	717	TRI CLUB NANTAIS	17:57:22	00:40:18	01:29:00	01:04:11	00:40:18	01:29:00	01:04:11
773	718			Pawel SKOWRONSKI	03:13:44	VEM	392	718		17:57:36	00:50:48	01:26:20	00:56:35	00:50:48	01:26:20	00:56:35
774	974			Didier BENNETOT	03:13:48	VEM	393	719	STADE POITEVIN TRI	17:57:40	00:48:54	01:22:58	01:01:55	00:48:54	01:22:58	01:01:55
775	182			Frederic TEXEREAU	03:13:49	VEM	394	720	ANGERS TRI	17:57:41	00:40:10	01:24:26	01:09:13	00:40:10	01:24:26	01:09:13
776	926			Laure POUVREAU	03:14:05	SEF	28	56	POISSY TRI	17:57:57	00:42:33	01:30:20	01:01:11	00:42:33	01:30:20	01:01:11
777	305			Patrick QUANTIN	03:14:31	VEM	395	721	SABLE TRI	17:58:22	00:42:25	01:19:56	01:12:09	00:42:25	01:19:56	01:12:09
778	692			Marc NARBOT	03:14:33	SEM	321	722	PARIS	17:58:25	00:47:17	01:31:57	00:55:18	00:47:17	01:31:57	00:55:18
779	939			Cecile NUSSLI	03:14:39	VEF	27	57	VELIZY TRI	17:58:31	00:50:02	01:27:10	00:57:26	00:50:02	01:27:10	00:57:26
780	849			Igor CHAINE	03:14:41	SEM	322	723	PARIS	17:58:33	00:46:47	01:28:05	00:59:49	00:46:47	01:28:05	00:59:49
781	672			Stephane COUDRAY	03:14:45	VEM	396	724	SUCE-SUR-ERDRE	17:58:37	00:51:56	01:24:29	00:58:20	00:51:56	01:24:29	00:58:20
782	580			Raphael BEMBARON	03:14:52	VEM	397	725	WILD TEAM TRI	17:58:44	00:42:46	01:29:33	01:02:33	00:42:46	01:29:33	01:02:33
783	662			Damien PELLIER	03:14:55	VEM	398	726	LA BRIE FRANCILIENNE TRIATHLON	17:58:47	00:40:55	01:26:42	01:07:18	00:40:55	01:26:42	01:07:18
784	716			Sylvain REDUREAU	03:14:56	VEM	399	727	NANTES	17:58:47	00:46:19	01:31:48	00:56:48	00:46:19	01:31:48	00:56:48
785	90			Philippe LENOBLE	03:14:59	VEM	400	728	TRI CLUB NANTAIS	17:58:51	00:49:35	01:31:42	00:53:42	00:49:35	01:31:42	00:53:42
786	373			Laurence BELLICAUD	03:15:33	VEF	28	58	COURBEVOIE TRI	17:59:25	00:47:27	01:31:02	00:57:04	00:47:27	01:31:02	00:57:04
787	515			Jean Michel COSSET	03:15:39	VEM	401	729	ATHLETIC RETZ SUD LAC	17:59:31	00:53:02	01:25:34	00:57:03	00:53:02	01:25:34	00:57:03
788	233			Coumar PARASSOURAMANE	03:16:07	SEM	323	730	TOBESPORT	17:59:59	00:53:08	01:34:24	00:48:33	00:53:08	01:34:24	00:48:33
789	351			Eric LAGIER	03:16:07	VEM	402	731	TRI CLUB DE VILLEPARISIS	17:59:59	00:43:25	01:33:43	00:58:58	00:43:25	01:33:43	00:58:58
790	809			Alexandre KOTZAMANIDIS	03:16:17	VEM	403	732	CHATENAY-MALABRY	18:00:09	00:43:56	01:28:38	01:03:42	00:43:56	01:28:38	01:03:42
791	333			Patrice GAULT	03:16:29	VEM	404	733	LES PIRANHAS	18:00:21	00:51:39	01:27:55	00:56:54	00:51:39	01:27:55	00:56:54
792	985			Celine HEMON	03:16:45	SEF	29	59	CLUB YERROIS DE TRI 91	18:00:37	00:45:14	01:34:41	00:56:49	00:45:14	01:34:41	00:56:49
793	986			Celine BOELENS	03:16:46	SEF	30	60	CYT91	18:00:37	99:99:99	02:19:56	00:56:49	99:99:99	02:19:56	00:56:49
794	674			Gerald TOMADESSO	03:17:01	VEM	405	734	PALAISEAU	18:00:53	00:58:37	01:30:26	00:47:58	00:58:37	01:30:26	00:47:58
795	612			Annie Paule PONCIN	03:17:06	VEF	29	61	NOGENT SOLIDARITE TRI	18:00:58	00:43:16	01:36:32	00:57:18	00:43:16	01:36:32	00:57:18
796	34			Yann BAUDOT	03:17:13	VEM	406	735	TRI ATLANTIQUE CARQUEFOU	18:01:05	00:56:44	01:23:00	00:57:28	00:56:44	01:23:00	00:57:28
797	670			Remi SANTIAGO	03:17:50	SEM	324	736	ORVAULT	18:01:42	00:46:28	01:33:23	00:57:58	00:46:28	01:33:23	00:57:58
798	911			Pascal BOUTREAU	03:17:53	VEM	407	737	MEUDON TRI	18:01:45	00:44:03	01:32:14	01:01:35	00:44:03	01:32:14	01:01:35
799	130			Sandrine GUEVEL	03:18:15	SEF	31	62	TRI COTE D AMOUR	18:02:07	00:49:11	01:35:29	00:53:35	00:49:11	01:35:29	00:53:35
800	521			Frederic BASTIDES	03:18:18	VEM	408	738	SAINT AVERTIN SPORTS TRI 37	18:02:10	00:43:01	01:26:36	01:08:41	00:43:01	01:26:36	01:08:41
801	815			Clement CHASLES	03:18:34	SEM	325	739	FONDATION VALENTIN RIBET	18:02:26	00:46:35	01:40:26	00:51:33	00:46:35	01:40:26	00:51:33
802	900			Messaoud ICHALALENE	03:18:50	SEM	326	740	MANITOU |	18:02:42	00:40:07	01:37:40	01:01:02	00:40:07	01:37:40	01:01:02
803	118			Laurence BERNARD	03:18:53	VEF	30	63	TRI COTE D AMOUR	18:02:45	00:47:41	01:29:19	01:01:52	00:47:41	01:29:19	01:01:52
804	977			Olivier GARDARIN	03:19:01	VEM	409	741	STADE POITEVIN TRI	18:02:52	00:54:07	01:29:24	00:55:29	00:54:07	01:29:24	00:55:29
805	208			Christophe BACH	03:19:08	VEM	410	742	TOBESPORT	18:02:59	00:43:19	01:26:44	01:09:03	00:43:19	01:26:44	01:09:03
806	941			Jerome TABOUREL	03:19:24	VEM	411	743	VELIZY TRI	18:03:16	00:47:22	01:30:09	01:01:52	00:47:22	01:30:09	01:01:52
807	814			Guilhem ISSARTEL	03:19:31	SEM	327	744	PARIS	18:03:22	00:48:43	01:36:48	00:53:59	00:48:43	01:36:48	00:53:59
808	846			David HAMIDOVIC	03:19:34	VEM	412	745	PREVERENGES	18:03:26	00:52:05	01:26:35	01:00:53	00:52:05	01:26:35	01:00:53
809	242			Eric JAGUT	03:19:40	VEM	413	746	FREE IRON TEAM	18:03:32	00:46:11	01:26:50	01:06:38	00:46:11	01:26:50	01:06:38
810	1010			Joel MADELAINE	03:19:57	SEM	328	747	LA SAINT MANDEENNE TRIATHLON	18:03:49	00:43:14	01:53:39	00:43:02	00:43:14	01:53:39	00:43:02
811	423			Charlotte BERTRON	03:20:05	SEF	32	64	ASTC THALES	18:03:57	00:52:18	01:35:26	00:52:20	00:52:18	01:35:26	00:52:20
812	79			Georges HUBERT	03:20:14	VEM	414	748	TRI CLUB NANTAIS	18:04:05	00:49:02	01:35:13	00:55:57	00:49:02	01:35:13	00:55:57
813	801			Maxime DEMATTEO	03:20:16	SEM	329	749	WASQUEHAL	18:04:08	00:44:47	01:38:29	00:57:00	00:44:47	01:38:29	00:57:00
814	563			Pierre-Yves ROLLAND	03:20:37	VEM	415	750	WILD TEAM TRI	18:04:28	00:41:09	01:29:07	01:10:19	00:41:09	01:29:07	01:10:19
815	289			Pierre BRUNELLIERE	03:20:40	VEM	416	751	MAT 72  LE MANS ASSOCIATION TRIA	18:04:32	00:46:46	01:37:13	00:56:40	00:46:46	01:37:13	00:56:40
816	561			Julien WISZ	03:20:47	SEM	330	752	WILD TEAM TRI	18:04:38	00:53:30	01:32:30	00:54:45	00:53:30	01:32:30	00:54:45
817	540			Pascal MUSSAU	03:20:54	VEM	417	753	LA ROCHELLE TRI	18:04:45	00:46:33	01:32:54	01:01:26	00:46:33	01:32:54	01:01:26
818	819			Julia CHANIOLLEAU	03:21:31	SEF	33	65	PARIS	18:05:22	00:41:53	01:36:45	01:02:51	00:41:53	01:36:45	01:02:51
819	779			Olivier CERCLERON	03:21:54	VEM	418	754	NANTES	18:05:46	00:53:35	01:33:06	00:55:13	00:53:35	01:33:06	00:55:13
820	1041			Christophe GERMAIN	03:22:31	VEM	419	755	AUDENCIA |	18:06:23	00:55:36	01:35:02	00:51:53	00:55:36	01:35:02	00:51:53
821	755			Youenn COSOTTI	03:23:02	SEM	331	756	PARIS	18:06:53	00:44:38	01:33:18	01:05:05	00:44:38	01:33:18	01:05:05
